"firstComment","imageUrl","likesCount","locationName","ownerUsername","timestamp","url"
"Nah.. Ini dia nih yang menjadi gerbang utamanya Warung Pintar, klo ga ada Mba Laras, Juragan pasti bingung mau nanya atau mengadu ke mana!⁣
⁣
Tugas doi mulai dari ngasih tau gambaran umumnya tentang Warung Pintar kepada calon Juragan, sampai membantu menyelesaikan problem-problem para Juragan, mulai dari komplain, sampai pertanyaan seputar Warung Pintar yang teknis-teknis.⁣
⁣
Ada yang mau nanya sama mba Laras? Langsung aja hubungi 0811-110-8809 (whatsapp/telepon) aktif hari Senin-Jumat (kecuali hari libur) jam 09.00-19.00⁣
⁣
#KenalanPintar","https://scontent-atl3-1.cdninstagram.com/vp/33268ece2df199aedf816db37b5da295/5DD0303D/t51.2885-15/e35/s1080x1080/67197746_358655318102380_3161721457827258905_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","180",,"warungpintar.co","2019-08-01T14:45:59.000Z","https://www.instagram.com/p/B0oA31WAEia"
"Bantuin sih bantuin, tapi ya gak gitu juga kali bang~⁣⁣
⁣⁣
#TipsJuraganPintar : pintar-pintar manfaatin kesempatan, jangan males cari rezeki. Asal ada yang beli mah, sampe subuh juga diladenin sama para Juragan!⁣⁣
⁣⁣
Karena #PintarnyaWarungPintar bukan hanya tentang seberapa banyak teknologi yang disematkan, tetapi tentang seberapa besar semangat perubahan yang bisa kita kerjakan untuk membakar semangat agar Juragan terus berinovasi.","https://scontent-atl3-1.cdninstagram.com/vp/0b741dfa66efe3bb50f627edf86ce3ab/5D5A1008/t51.2885-15/e35/67647735_2142984045811659_3466292859433716957_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","262",,"warungpintar.co","2019-07-31T12:38:41.000Z","https://www.instagram.com/p/B0lNYWuAiYp"
"Ciyaaaa.. Padahal mamamia sama insomnia kan jauh ya, Juragan? Namanya juga kelakuan Sobat Warung, kadang lucu, kadang ngeselin, malah kadang bikin kangen. 
Juragan atau Sobat Warung punya kejadian yang lebih lucu gak? Ceritain dong. #NgupingJuragan","https://scontent-atl3-1.cdninstagram.com/vp/a4e906a4e57bc468adacb125b0505436/5E15008C/t51.2885-15/e35/67171406_2026365580802764_1809876910125920729_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","84",,"warungpintar.co","2019-07-30T13:04:45.000Z","https://www.instagram.com/p/B0irspVgz26"
"Nah, #ObrolanWarung kali ini berguna banget buat Sobat Warung yang lagi mau bikin CV. Emang hal-hal apa aja sih yang bisa menarik perhatian para HRD? Kalau pajang pendidikan enaknya dari TK sampe Kuliah, atau cukup Kuliah di mana aja? Perlu pajang ekstrakulikuler apa enggak ya?⁣
⁣
Buat yang penasaran, langsung aja dengerin sudut pandang dari People Development & HRBP Warung Pintar di Spotify (swipe up link di highlight stories), Soundcloud atau Apple Podcast sekarang juga!","https://scontent-atl3-1.cdninstagram.com/vp/a83da5b08a58c67c7511dc13ebd39dba/5DD91C20/t51.2885-15/e35/66016034_877770949268328_1137596962002178912_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","243",,"warungpintar.co","2019-07-29T13:27:26.000Z","https://www.instagram.com/p/B0gJf2AAJFs"
"Bukan hanya tentang warungnya bisa apa, tapi tentang sebuah keberanian memulai usaha. ⁣
⁣
Seperti Juragan yang ini nih, #PintarnyaWarungPintar membakar semangat Juragan untuk mengumpulkan tekad dan keberanian memulai usaha dan menjalaninya dengan tulus dan mandiri agar bisa lebih berkembang lagi.","https://scontent-atl3-1.cdninstagram.com/vp/1a1aff133c03e58ec673482c1ff7797a/5D5A52F3/t51.2885-15/e35/67058556_1033620473502828_1052663848814463443_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","281",,"warungpintar.co","2019-07-27T15:23:58.000Z","https://www.instagram.com/p/B0bNHmHAyHI"
"Siapa sih yang gak kenal sama Ayam Goreng Kremesnya Ibu Mulyanih di jalan Harapan, Bintaro-Pesanggrahan, Jakarta Selatan?

Selain bisa bikin nambah, bisa bikin kebawa mimpi juga nih klo udah lama gak makan di sini.

Ini salah satu bukti Juragan yang punya semangat tinggi, gak cepat puas dengan punya warung aja, sehingga selalu melakukan inovasi-inovasi agar bisa lebih berkembang lagi.

Jangan lupa mampir ya kalau lagi di sekitaran jalan Veteran - Bintaro.

#SEHARIDIWARPIN","https://scontent-atl3-1.cdninstagram.com/vp/ac8df4b0712add369b349a88e93356f1/5E12242D/t51.2885-15/e35/66232842_523264338216823_6355666979715552897_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","218",,"warungpintar.co","2019-07-25T15:19:38.000Z","https://www.instagram.com/p/B0WDKJGgxt0"
"Jangan-jangan ga ada uang karena udah jadi generasi cashless yang lagi kekinian?⁣
⁣
Celotehan sobat warung emang kadang lucu-lucu sih. Juragan pasti sering denger, kan? Share di kolom komen dong! ⁣
⁣
#NgupingJuragan","https://scontent-atl3-1.cdninstagram.com/vp/db75f63d38eaafd599d19316dadbaeec/5DE2A305/t51.2885-15/e35/65796881_3345852175441075_1854639602637743252_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","215",,"warungpintar.co","2019-07-24T12:10:03.000Z","https://www.instagram.com/p/B0TIqsJAFVu"
"Bukan soal sekedar aplikasi, tapi tentang gimana caranya supaya Juragan bisa lebih berinovasi. #PintarnyaWarungPintar menyediakan aplikasi yang berguna untuk Juragan mengetahui angka-angka penjualan dan pendapatan setiap bulannya.⁣
⁣
Kalau angka-angka di Juragan Apps turun, coba tambah terus semangatnya. Tapi kalau angkanya menanjak, jangan kasih kendor, Juragan! Tambahkan lagi semangatnya biar makin cepat sampai di puncak.","https://scontent-atl3-1.cdninstagram.com/vp/b2373d2c98e6b3375ddcf46fc498c665/5D5B37FB/t51.2885-15/e35/67186916_2268104283225589_3009783470518455416_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","359",,"warungpintar.co","2019-07-20T12:27:32.000Z","https://www.instagram.com/p/B0I3XREgR7G"
"#ObrolanWarung kali ini ngobrolnya bareng @dijiwa nih, yang membahas tentang apa aja dampak sosial ekonomi yang diberikan Warung Pintar bagi Juragan atau pun bagi masyarakat sekitar.⁣
⁣
Buat yang penasaran, langsung aja dengerin Jiwo Damar Anarkie (Social Impact Manager Warung Pintar) di Spotify (swipe up link di highlight stories), Soundcloud atau Apple Podcast sekarang juga!","https://scontent-atl3-1.cdninstagram.com/vp/461aec205e781f190f1d267e1ad79f47/5DDE9A85/t51.2885-15/e35/s1080x1080/66803501_2360837434009454_7991867279618924698_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","239",,"warungpintar.co","2019-07-19T14:09:24.000Z","https://www.instagram.com/p/B0GeWhUA1Q1"
"Juragan, kenalan yuk sama Iqbal Leriyadi alias bang Lerry. Doi nih Anak Warung yang lagi sibuk men-develop bisnis distribusi model baru supaya tiap pesanan para juragan bisa cepat dan tepat sampai di warung dengan selamat! Pesanan lancar, bisnis Juragan jadi makin maju deh! Siapa tau ketemu-ketemu di jalan. Bisa ngobrol lah masalah distribusi.

#KenalanPintar","https://scontent-atl3-1.cdninstagram.com/vp/6037d7af85939314cbc54c758a179e2e/5DE017AB/t51.2885-15/e35/66341693_469224710574193_8025315721159855281_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","216",,"warungpintar.co","2019-07-18T14:46:33.000Z","https://www.instagram.com/p/B0D9zxCA4Aa"
"Bukan soal sekedar warung pake Wifi, tapi tentang gimana caranya supaya Juragan bisa perluas koneksi, mulai dari tetangga kanan kiri hingga luar negeri. Seperti di video ini, #PintarnyaWarungPintar menyatukan abang Ojol, dari sekedar numpang ngopi sampai jadi tempat kompetisi game online! Juragan pun ketiban komisi. Wihiiii~","https://scontent-atl3-1.cdninstagram.com/vp/4b94fd2e792ad78f7f4e4c665d9b8bda/5D5A674A/t51.2885-15/e35/67391866_181529129515191_1193156605936313260_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","319",,"warungpintar.co","2019-07-17T14:01:53.000Z","https://www.instagram.com/p/B0BTwt_gqGG"
"[KENAPA HARUS KENAL KONSUMEN ?]⁣⁣⁣
⁣⁣⁣
Pertanyaan di atas tentunya menjadi salah satu modal awal mendirikan bisnis. Mungkin semua dari kalian punya jawaban masing-masing yang pasti benar.⁣⁣⁣
⁣⁣⁣
Pertanyaannya adalah "" Bagaimana caranya ?"" Disini kami ingin menunjukkan salah satu pendekatan riset yang berfokus pada konsumen nih.⁣⁣⁣
⁣⁣⁣
Kamu akan ikut andil dalam riset dan pastinya mengenal lebih jauh tentang konsumen, juga impact dalam pengembangan produk Warung Pintar.⁣⁣⁣
⁣⁣⁣
Syaratnya :⁣⁣⁣
- Berusia 18 - 30 tahun⁣⁣⁣
- Domisili di Jakarta, Depok, Tangerang, dan Tangerang Selatan⁣⁣⁣
- Bersedia mengikuti seluruh rangkaian kegiatan dari briefing hingga farewell dinner.⁣⁣⁣
⁣⁣⁣
Kenapa kamu harus ikut?⁣⁣⁣
Kamu bisa mendapatkan ilmu hingga pengalaman riset langsung, bisa dapat networking di dunia startup, sertifikat penghargaan, dan punya kesempatan buat berkarir di Warung Pintar.⁣⁣⁣ Rangkaian Kegiatan:
1. Pengumuman Volunteer Terpilih: 19 Juli 2019 setelah pukul 12.00
2. Briefing Volunteer bagi yang Terpilih: 20 Juli 2019 (at Warung Pintar HQ 2 Jakarta Selatan, jam pertemuan briefing akan diberitahukan lebih lanjut)
3. Turun Lapangan: 22 – 25 Juli 2019
4. Farewell Dinner: 26 Juli 2019
⁣⁣⁣
Yuk, langsung daftar aja ya! Ditunggu ya sampai Jumat 19 Juli 2019, pukul 07.00.⁣⁣⁣
⁣⁣⁣
Untuk pendaftaran dan info lanjut langsung kunjungi bit.ly/konsumen-batch-8 atau hubungi 0813-1414-2268 (Rizaldi)⁣
⁣","https://scontent-atl3-1.cdninstagram.com/vp/64a28724e9ddbc77470d2f3cc4923da0/5DD7E498/t51.2885-15/e35/s1080x1080/65787261_372616873398389_1227120231385747379_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","282",,"warungpintar.co","2019-07-15T03:44:22.000Z","https://www.instagram.com/p/Bz7DpL9gzTI"
"Nah ini nih #ObrolanWarung bareng @sofianhw (Co-Founder Warung Pintar) yang membahas tentang apakah perkembangan dunia IT ini sebanding dengan prakteknya? ⁣
⁣
Buat yang penasaran, ayo langsung aja dengerin podcast Obrolan Warung di Spotify (link di highlight stories), Soundcloud atau Apple Podcast sekarang juga!","https://scontent-atl3-1.cdninstagram.com/vp/7be2b83fd55d26e6f830ab353260a646/5DD6F1A7/t51.2885-15/e35/s1080x1080/66643619_1234702680032486_1965562412114866737_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","263",,"warungpintar.co","2019-07-14T12:27:42.000Z","https://www.instagram.com/p/Bz5avSeAckA"
"Selain ditemenin sama sahabat, ngopi juga enak lho ditemenin sama ‘creakers tape’ yang ada di @warungpintar_masjid , sobat Warung udah pernah nyoba?
#NgupingJuragan","https://scontent-atl3-1.cdninstagram.com/vp/07ecab7f185f9710c289f85994efbe76/5E14FB9C/t51.2885-15/e35/62519966_3038144089529859_5745467351623747529_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","154",,"warungpintar.co","2019-07-13T14:02:09.000Z","https://www.instagram.com/p/Bz3AwKgAC1f"
"Nah ini #TipsJuraganPintar dari Ibu Isdiati di WP Baru 21. Kalau tips versi Juragan apa? Share dong di kolom komen!","https://scontent-atl3-1.cdninstagram.com/vp/a068ff10f77157ae2bfe12796c4c0028/5DF3C79E/t51.2885-15/e35/65762251_385476955416303_4550493922859310006_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","218",,"warungpintar.co","2019-07-12T14:12:43.000Z","https://www.instagram.com/p/Bz0dKrog8qj"
"Wifi adalah salah satu teknologi yang diberikan untuk mendukung seluruh proses bisnis Juragan. Mulai dari tahap pembelian barang, penjualan, hingga pengawasan warung akan dipandu dengan sistem digital yang butuh wifi.⁣
⁣
Abang Ojol nyaman, Juragan jadi paham kebutuhan pelanggan. #PintarnyaFiturPintar","https://scontent-atl3-1.cdninstagram.com/vp/444866eba3e08432b877609684ca325b/5DD975EE/t51.2885-15/e35/66409765_388016395400816_4062192861349316359_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","323",,"warungpintar.co","2019-07-11T12:47:45.000Z","https://www.instagram.com/p/Bzxupf4A5Qy"
"Juragan, kenalan dulu, yuk, sama Mas Sofian Hadiwijaya yang udah kerja keras di balik suksesnya Warung Pintar! Dia nih salah satu yang fokus ngembangin teknologinya Warung Pintar yang berkomitmen untuk menciptakan revolusi warung tradisional melalui pendekatan teknologi.⁣⁣
⁣⁣
Diajak gerak bareng nih, buat bikin kehidupan keluarga warung terus lebih maju. Yuk, semangat! #SemangatPintar","https://scontent-atl3-1.cdninstagram.com/vp/b78998ffecb19cf41e721c8932c75dc7/5DD57D6E/t51.2885-15/e35/65305421_456742045178352_3055390406605491450_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","644",,"warungpintar.co","2019-07-08T14:05:38.000Z","https://www.instagram.com/p/BzqJLTDg4F-"
"""Kalo kita baru lulus kuliah, mending kita belajar jadi seorang generalist atau kita fokus sama speciality yang kita kuasai?”⁣
Sekarang ini lagi terkenal istilah keren “Jack of All Trades” atau generalist. Nah ini nih #ObrolanWarung bareng Harya (Co-Founder Warung Pintar) membahas tentang role seorang generalist terhadap industri dan caranya bikin improvement terhadap tantangan yang dihadapi.⁣
⁣
Let’s go dengerin podcast Obrolan Warung di Spotify, Soundcloud atau Apple Podcast!","https://scontent-atl3-1.cdninstagram.com/vp/6951d015561f38f50e3d9265e4c93957/5D5A305E/t51.2885-15/e35/65304046_2734883573404597_6343303039875621070_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","211",,"warungpintar.co","2019-07-05T12:15:08.000Z","https://www.instagram.com/p/BziN3MzgAsm"
"Naahh.. udah pada nungguin kan? Kira-kira nama kamu terpilih apa enggak ya jadi volunteer ""Aku Terlibat""?⁣
Buruan cek inbox email kamu. Setelah itu, jangan lupa segera konfirmasi ke link yang ada di email.⁣
⁣
Kita tunggu yaa!","https://scontent-atl3-1.cdninstagram.com/vp/3b1f0cb5a860733225bff73529dd77c7/5E140446/t51.2885-15/e35/s1080x1080/66181300_852530178449669_4683277003480292695_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","249",,"warungpintar.co","2019-07-04T10:48:58.000Z","https://www.instagram.com/p/BzfffaugsVI"
"Ada yang bisa bantu Juragan jawab tebak-tebakan buahnya? 
#NgupingJuragan","https://scontent-atl3-1.cdninstagram.com/vp/2ac58aadc3c2a3caff196ea00f069925/5DE003FE/t51.2885-15/e35/65046961_132542281284738_8664816718744623777_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","254",,"warungpintar.co","2019-07-03T11:43:06.000Z","https://www.instagram.com/p/BzdA46rga1z"
"Wah.. Selamat ya Mas Agung, kali ini masuk ke dalam Generation T dari Tatler. Jangan pernah berhenti memberikan dampak positif bagi kita semua ya, dan semoga pencapaian ini membuat kita semua jadi lebih bersemangat lagi kasih impact bagi lingkungan sekitar. -- ""Thank you @generationt_asia for choosing me as this year’s honouree along with 49 other inspiring individuals from 19 different industries from Indonesia. It is such an honour to have the opportunity to inspire, make a change and contribute to the society through my achievements in the past 18 months. Together with other regions; Hong kong, Taiwan, Malaysia, Singapore, Thailand, Philippine and Mainland China honourees celebrating this Gen.T event, ready to shaping the Asia’s future."" - Agung Bezharie.","https://scontent-atl3-1.cdninstagram.com/vp/82196be0b7c1cc2edbaec26fcff574be/5DCFA2CD/t51.2885-15/e35/65165193_945474329128005_7136525714069932966_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","326",,"warungpintar.co","2019-07-02T09:26:47.000Z","https://www.instagram.com/p/BzaMfsCA_S7"
"Kita punya misi buat kamu semua yang demen nongkrong di warung. Yuk ikut ekspedisi bareng Warung Pintar. 
Kamu akan ikut andil dan ngasih impact langsung dalam pengembangan produk Warung Pintar dengan terlibat riset ke Mitra Warung Pintar.
Syaratnya:
- Kamu yang masih muda usia 18 - 30 tahun
- Saat riset kamu harus berada di Jakarta, Depok, Tangerang, atau Banyuwangi
- Kamu bersedia ikutan seluruh rangkaian kegiatan dari awal sampai farewell dinner

Kenapa sih harus ikutan?
Kamu bakal dapat skill dan pengalaman riset langsung, networking di dunia startup, sertifikat penghargaan dan punya kesempatan buat berkarir di Warung Pintar. 
Gimana? Gimana? Tertarik? Buruan ikutan kita tunggu sampai 4 Juli 2019 jam 12.00.

Info lebih lanjut kunjungi bit.ly/aku-terlibat atau hubungi 0812-6719-5308 (Tami)","https://scontent-atl3-1.cdninstagram.com/vp/aa256bc4de78a631126c250a0ec4bb21/5DD8C31D/t51.2885-15/e35/65089429_139783677122750_2874171590271639705_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","446",,"warungpintar.co","2019-06-29T02:30:48.000Z","https://www.instagram.com/p/BzRugSbAfFd"
"Kalo pegawai lembur itu sebenernya salah perusahaanya atau karyawannya? Kerjaan gak efektif atau terlalu banyak tuntutan dari kantor? dan apa tanggapan Anak Warung saat Jack Ma bilang bisa kerja dari jam 9 pagi sampai 9 malem itu justru berkah!  Nah, di episode kedua ini ada kak Christian Winata Co-Founder dan Tribe Leader Warung Pintar yang bakal ngebahas lembur dari perspektif perusahaan terhadap karyawannya dan pengalamannya sendiri sebagai karyawan yang tentunya pernah lembur juga. Yok dengerin podcast Obrolan Warung di Spotify, Soundcloud atau Apple Podcast. Gas!","https://scontent-atl3-1.cdninstagram.com/vp/fb2eb3200100140b0aa7d93ba54a23d5/5DDE3254/t51.2885-15/e35/65057370_633050370494571_1296469941163384271_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","423",,"warungpintar.co","2019-06-28T02:59:22.000Z","https://www.instagram.com/p/BzPM-nBAL4W"
"Di warung, biasanya ada yang main HP, makan, ngobrol sama Juragan, nonton TV sampai ada yang bengong. Coba ceritain dong, kalau kamu di warung biasanya ngapain? 😁😁","https://scontent-atl3-1.cdninstagram.com/vp/8dacec61d46e5975cdaef0973cbe7024/5DCFAAE3/t51.2885-15/e35/64239483_410920786175206_4018051333157004004_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","236",,"warungpintar.co","2019-06-27T08:25:04.000Z","https://www.instagram.com/p/BzNNdURgoYp"
"Mau mulai usaha dari 0? Coba 4 tips ini dulu yuk, biar makin sukses 😀","https://scontent-atl3-1.cdninstagram.com/vp/b2f83e9f7858f476b7b535707a949c46/5DDCEA35/t51.2885-15/e35/65043074_2676374705739992_865451060447581986_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","255",,"warungpintar.co","2019-06-26T09:13:00.000Z","https://www.instagram.com/p/BzKuJiggYq_"
"Sabtu dan Minggu kemarin, Warung Pintar baru aja melakukan Walk-in Interview buat beberapa posisi lho. Nah, buat kamu yang mau bergabung ke Warung Pintar dan bawa perubahan, langsung meluncur ke warungpintar.co.id/karir ya. Siapa tahu, kamu yang kami cari!","https://scontent-atl3-1.cdninstagram.com/vp/39d23beef28107cac13849c7a02a3c0a/5DD67DB0/t51.2885-15/e35/65467209_2320661688150006_8872388767641449014_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com","468",,"warungpintar.co","2019-06-25T04:23:04.000Z","https://www.instagram.com/p/BzHoLH0AuBb"
